keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster
сколько стоит дерево спилить,2707,290,0,6,arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,5,not_planned,,,4,/tsenyi,СЧ,коммерческий,arboristika,False
наружная отделка дома,84198,289,275,2,fasadrf.ru;kronotech.ru,0,not_planned,,,11,/publications/otdelka-fasada-chastnogo-doma,СЧ,общий,,False
мусорный контейнер заказать,3151,285,129,2,mmusor.ru;musor.moscow,1,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:4,9,/service,СЧ,коммерческий,vyvoz-musora,False
генеральная уборка клининг,1375,279,16,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,11,/,СЧ,общий,,False
контейнер 8 кубов,7262,277,243,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,16,/arenda-kontejnera-8-m3,СЧ,общий,vyvoz-musora,False
клининговая,101922,276,276,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,24,/,СЧ,общий,,False
москва вывоз строительного мусора,1315,274,1,2,gsvm.ru;mmusor.ru,0,not_planned,,,11,/service,СЧ,коммерческий+локальный,vyvoz-musora,False
фасадные работы,14619,273,273,3,fasadrf.ru;kronotech.ru;promalper.ru,2,not_planned,,,2,/fasadnye-raboty,СЧ,общий,,False
контейнер мусорный заказать,2983,271,32,2,mmusor.ru;musor.moscow,0,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:4,13,/,СЧ,коммерческий,vyvoz-musora,False
демонтаж дома,7313,269,269,2,demonti.ru;snos24.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:14,15,/,СЧ,общий,demontazh-b2c,False
покос,59965,261,261,2,arboristik.ru;liwood.ru,0,not_planned,,,22,/services/uborka-territorii/pokos-travy,СЧ,общий,,False
обращение в тко в квитанции что,5808,260,13,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,18,/stati/tko-v-kvitancii,СЧ,общий,vyvoz-musora,False
вывоз мусора контейнером,13145,257,257,2,mmusor.ru;musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:4,10,/,СЧ,коммерческий,vyvoz-musora,False
корчеватель пней,1215,256,256,2,arboristik.ru;udalenie-dereviev.moscow,0,not_planned,,,39,/korchevanie-pney,СЧ,коммерческий,arboristika,False
отходы бытовые,43539,255,10,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,28,/blog/chto-takoe-tbo,СЧ,общий,vyvoz-musora,False
снегоплавильный пункт,4498,254,251,2,gsvm.ru;musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:1,5,/blog/snegoplavilnyj-punkt,СЧ,общий,uborka-snega,False
контейнер вывоз мусора москва,1868,254,10,3,mmusor.ru;musor.moscow;stroj-musor.moscow,3,planned,локальный,localFALLBACK-WITHFREQ-20260425T151607Z:4,5,/,СЧ,коммерческий+локальный,vyvoz-musora,False
заказать мусорный контейнер,2676,253,106,3,gsvm.ru;musor.moscow;stroj-musor.moscow,1,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:4,3,/,СЧ,коммерческий,vyvoz-musora,False
заказать контейнер мусорный,2676,253,6,2,mmusor.ru;stroj-musor.moscow,0,not_planned,,,15,/,СЧ,коммерческий,vyvoz-musora,False
куда вывозить строительный мусор,3824,252,226,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:68,21,/stati/kuda-vyvezti-stroitelnyj-musor,СЧ,коммерческий,vyvoz-musora,False
вывоз мусора сколько стоит,5705,250,16,3,gsvm.ru;mmusor.ru;musor.moscow,1,not_planned,,,9,/service,СЧ,коммерческий,vyvoz-musora,False
раскорчевка,1487,250,250,2,arboristik.ru;spilservis.ru,1,not_planned,,,5,/services/raschistka-uchastkov/raskorchevka-uchastka,СЧ,общий,,False
вывоз,815314,249,249,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,2,not_planned,,,8,/,СЧ,коммерческий,vyvoz-musora,False
вывоз строительного мусора москва,1579,248,236,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,2,planned,локальный,localFALLBACK-WITHFREQ-20260425T151607Z:17,1,/service,СЧ,коммерческий+локальный,vyvoz-musora,False
вывоз мусора строительного москва,1579,248,6,2,mmusor.ru;stroj-musor.moscow,1,not_planned,,,8,/,СЧ,коммерческий+локальный,vyvoz-musora,False
ремонт фасада,28336,247,247,4,alpbond.org;fasadrf.ru;kronotech.ru;promalper.ru,2,not_planned,,,4,/fasadnye-raboty/remont-fasada,СЧ,общий,,False
чистка кровли от снега,3444,247,245,4,fasadrf.ru;formula-v.ru;kronotech.ru;liwood.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:1,13,/ochstka-krovli-ot-snega,СЧ,общий,uborka-snega,False
демонтаж москва,5870,247,245,2,kronotech.ru;snosim.com,0,not_planned,,,15,/prays-demontazhnye-raboty,СЧ,локальный,demontazh-b2c,False
арборист это,1282,247,247,5,arbogarden.ru;arboristik.ru;rusarbo.ru;treeworkers.ru;udalenie-dereviev.moscow,1,not_planned,,,10,/poleznye-stati/arborist-kto-eto-i-chem-zanimaetsya,СЧ,общий,arboristika,False
содержание жилого помещения и обращение с тко что это,481,246,245,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,15,/stati/tko-v-kvitancii,СЧ,общий,vyvoz-musora,False
вывоз мусора из квартиры,4342,245,245,3,gsvm.ru;mmusor.ru;stroj-musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:2,5,/service,СЧ,коммерческий,vyvoz-musora,False
тко мусор расшифровка,280,244,28,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:210,27,/stati/tko,СЧ,общий,vyvoz-musora,False
крупногабаритный мусор,17167,244,238,3,mmusor.ru;musor.moscow;stroj-musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:25,10,/blog/krupnogabaritnyj-musor,СЧ,общий,vyvoz-musora,False
вывоз веток,1969,244,244,2,spilservis.ru;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:11,19,/services/raschistka-uchastkov/vyvoz-derevev,СЧ,коммерческий,vyvoz-musora,False
порубочный билет это что такое,256,244,7,2,liwood.ru;udalenie-dereviev.moscow,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:7,11,/poleznye-stati/vse-o-porubochnom-bilete,СЧ,информационный,,False
порубочный билет что это такое,256,244,237,4,arborist.su;liwood.ru;udalenie-dereviev.moscow;virubka-dereva.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:7,14,/poleznye-stati/vse-o-porubochnom-bilete,СЧ,общий,,False
лесной стоп вырубка,245,242,32,2,lesoruby.com;lesovod.su,0,not_planned,,,20,/,СЧ,общий,arboristika,False
вывоз крупногабаритного мусора,2894,240,228,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:25,3,/service,СЧ,коммерческий,vyvoz-musora,False
полигоны,542608,239,239,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,12,/blog/poligon-tbo,СЧ,общий,,False
свалка мусора,25126,237,236,2,musor.moscow;stroj-musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:193,13,/blog/poligon-tbo,СЧ,общий,vyvoz-musora,False
опасные отходы,32438,237,233,2,musor.moscow;stroj-musor.moscow,1,not_planned,,,6,/blog/klassy-opasnosti-othodov,СЧ,общий,vyvoz-musora,False
компактор,4487,235,235,2,gsvm.ru;musor.moscow,0,not_planned,,,11,/blog/press-kompaktor,СЧ,общий,,False
обрезка яблони молодой,2484,235,17,2,drovosek-mo.ru;liwood.ru,0,not_planned,,,13,/info/articles/obrezka-molodoy-yabloni-osenyu,СЧ,коммерческий,,False
измельчитель веток аренда,3528,235,192,6,arbogarden.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,2,not_planned,,,8,/services/arenda-izmelchitelya-vetok-i-drevesiny,СЧ,общий,,False
клининг после ремонта москва,568,234,222,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,12,/uborka-posle-remonta,СЧ,локальный,,False
вывоз мусора газель,2272,232,193,2,mmusor.ru;musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:40,2,/,СЧ,коммерческий,vyvoz-musora,False
утепление эковатой,3317,232,232,2,fasadrf.ru;kronotech.ru,1,not_planned,,,7,/publications/uteplenie-doma-ekovatoy,СЧ,общий,,False
уборка территории,49441,231,231,2,arboristik.ru;cleaning-moscow.ru,1,not_planned,,,9,/uborka-territorii,СЧ,общий,,False
авито вывоз мусора,2010,230,155,3,gsvm.ru;mmusor.ru;musor.moscow,1,planned,общий,test50-1505300:30,7,/,СЧ,коммерческий,vyvoz-musora,False
чистка крыш от снега,15014,230,227,5,fasadrf.ru;formula-v.ru;kronotech.ru;liwood.ru;promalper.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:1,16,/uslugi/kliningovye-raboty/ochistka-krysh,СЧ,общий,uborka-snega,False
промышленные работы,71179,230,230,4,alpbond.org;fasadrf.ru;kronotech.ru;promtehalp.ru,2,not_planned,,,9,/,СЧ,общий,,False
клининг квартир,24940,230,230,2,cleaning-moscow.ru;moscleaning24.ru,0,not_planned,,,12,/,СЧ,общий,,False
монтаж вентилируемого фасада,2970,229,227,3,alpbond.org;fasadrf.ru;kronotech.ru,1,not_planned,,,7,/publications/montazh-fasada,СЧ,общий,,False
об отходах производства и потребления no 89 фз,5256,228,7,2,gsvm.ru;musor.moscow,0,not_planned,,,38,/documentation/fz89,СЧ,общий,vyvoz-musora,False
химчистка на дому матраса,1144,228,21,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,2,/himchistka/matrasy,СЧ,общий,,False
тко обращение,54045,227,14,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,33,/blog/obrashhenie-s-tko,СЧ,общий,vyvoz-musora,False
обработка от короеда,1407,227,227,3,arbogarden.ru;arboristik.ru;liwood.ru,1,not_planned,,,8,/stati/obrabotka-dereva-ot-koroeda,СЧ,общий,,False
арборист кто это профессия,231,226,226,3,arbogarden.ru;arboristik.ru;udalenie-dereviev.moscow,1,not_planned,,,9,/poleznye-stati/arborist-kto-eto-i-chem-zanimaetsya,СЧ,общий,arboristika,False
утепление фасада дома снаружи,1635,225,225,2,fasadrf.ru;kronotech.ru,0,not_planned,,,13,/publications/uteplenie-doma-penoplastom-snaruzhi,СЧ,общий,,False
контейнер мусора вывоз,8626,224,0,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,2,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:4,5,/,СЧ,коммерческий,vyvoz-musora,False
чистка крыши,96671,224,223,4,fasadrf.ru;formula-v.ru;kronotech.ru;liwood.ru,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:34,10,/vysotnye-raboty/ochistka-krovli-ot-snega,СЧ,общий,uborka-snega,False
демонтаж зданий и сооружений,2472,224,224,2,demonti.ru;snosim.com,0,not_planned,,,16,/demontazh-zdanij,СЧ,общий,demontazh-b2c,False
клининговая компания в москве,2678,223,223,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,9,/,СЧ,коммерческий+локальный,,False
клининг окна помыть,1243,223,33,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,10,/mojka-okon-i-lodzhij,СЧ,общий,,False
контейнер для вывоза мусора,9923,222,222,2,mmusor.ru;musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:4,19,/kontejner-dlja-musora,СЧ,коммерческий,vyvoz-musora,False
альпинисты промышленные,12598,222,62,3,alpbond.org;kronotech.ru;promalper.ru,1,not_planned,,,6,/vysotnye-raboty/promalp,СЧ,общий,,False
утепление дома из бруса,2379,222,222,2,fasadrf.ru;kronotech.ru,0,not_planned,,,23,/publications/uteplenie-brusovogo-doma,СЧ,общий,,False
как расшифровывается тко,388,220,147,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,26,/blog/chto-takoe-tko,СЧ,информационный,vyvoz-musora,False
спилить дерево,20869,219,214,8,alpbond.org;arbogarden.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;udalenie-dereviev.moscow,1,not_planned,,,8,/,СЧ,коммерческий,arboristika,False
промышленные альпинисты,13823,217,165,4,alpbond.org;fasadrf.ru;kronotech.ru;promalper.ru,1,not_planned,,,9,/vysotnye-raboty/promalp,СЧ,общий,,False
сайдингом обшить дом цена,2672,216,10,2,alpbond.org;fasadrf.ru,0,not_planned,,,19,/montazh-fasada/saiding,СЧ,коммерческий,,False
уборщик территории,6905,214,214,2,cleaning-moscow.ru;liwood.ru,0,not_planned,,,16,/uborka-territorii,СЧ,общий,,False
селитра для удаления пней,1099,214,212,3,liwood.ru;udalenie-dereviev.moscow;virubka-dereva.ru,2,not_planned,,,2,/info/articles/udalenie-pney-s-pomoshchyu-selitry,СЧ,коммерческий,,False
альпинист промышленный это,366,211,3,2,kronotech.ru;liwood.ru,0,planned,общий,test50-1505300:21,17,/info/articles/chto-takoe-promyshlennyy-alpinizm,СЧ,общий,,False
уборка снега с крыши цена,3024,211,206,4,alpbond.org;kronotech.ru;liwood.ru;moscleaning24.ru,0,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:1,12,/services/promyshlennyy-alpinizm/ochistka-krysh-ot-snega,СЧ,коммерческий,uborka-snega,False
рецикл,2175,210,210,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,18,/blog/recikling,СЧ,общий,,False
отделка фасада под кирпич,1746,210,210,2,fasadrf.ru;kronotech.ru,1,not_planned,,,5,/montazh-fasada/ventiliruemy-fasad/kirpich,СЧ,общий,,False
уборка офисов,10627,210,210,2,cleaning-moscow.ru;moscleaning24.ru,1,not_planned,,,7,/uborka-ofisov,СЧ,общий,,False
демонтаж стен,12589,206,205,2,demontazhmsk.ru;kronotech.ru,0,not_planned,,,20,/prays-demontazhnye-raboty,СЧ,общий,demontazh-b2c,False
мусор строительный это,1498,204,0,2,mmusor.ru;musor.moscow,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:17,18,/articles/vse-o-stroitelnom-musore,СЧ,общий,vyvoz-musora,False
кгм это,1446,203,203,3,gsvm.ru;mmusor.ru;musor.moscow,1,not_planned,,,5,/blog/krupnogabaritnyj-musor,СЧ,общий,vyvoz-musora,False
опиловка деревьев,3869,203,203,6,arbogarden.ru;arboristik.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,2,not_planned,,,8,/tsenyi,СЧ,общий,arboristika,False
тбо это расшифровка,275,202,201,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,12,/blog/chto-takoe-tbo,СЧ,общий,vyvoz-musora,False
утилизация что такое,1730,200,9,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,28,/stati/utilizacija-othodov,СЧ,информационный,,False
тко как расшифровывается,411,199,67,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,32,/blog/obrashhenie-s-tko,СЧ,информационный,vyvoz-musora,False
мусорный контейнер вывоз мусора,1624,199,199,2,mmusor.ru;stroj-musor.moscow,1,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:4,9,/,СЧ,коммерческий,vyvoz-musora,False
измельчитель веток в аренду,1553,199,193,5,arbogarden.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,5,/services/arenda-izmelchitelya-vetok-i-drevesiny,СЧ,общий,,False
что такое утилизация,1728,198,190,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,30,/stati/utilizacija-othodov,СЧ,информационный,,False
