keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster,priority
снос здания,18591,51,51,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,18,/,НЧ,коммерческий,demontazh-b2c,False,B
демонтаж фундамента,1607,51,51,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,19,/services/demontazh-fundamenta,НЧ,общий,demontazh-b2c,False,B
вывоз мусора тбо,1035,49,25,3,gsvm.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,7,/,НЧ,коммерческий,vyvoz-musora,False,B
порубочный билет сколько стоит,373,49,9,4,arborist.su;liwood.ru;udalenie-dereviev.moscow;virubka-dereva.ru,2,not_planned,,,6,/services/poluchenie-porubochnogo-bileta,НЧ,коммерческий,,False,B
заделка межпанельных швов,747,49,46,3,alpbond.org;fasadrf.ru;formula-v.ru,0,not_planned,,,14,/uslugi/germetizatsiya-i-gidroizolyatsiya/germetizatsiya-mezhpanelnykh-shvov,НЧ,общий,,False,B
осиг это,118,48,48,3,gsvm.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,28,/blog/ossig,НЧ,общий,,False,B
прием мусора,3587,48,48,3,gsvm.ru;mmusor.ru;musor.moscow,1,not_planned,,,5,/pickup/priem-musora,НЧ,общий,vyvoz-musora,False,B
измельчитель пней аренда,204,47,44,7,arbogarden.ru;arborist.su;arboristik.ru;lesovod.su;spilservis.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,4,/services/udalenie-pney,НЧ,общий,,False,B
сколько стоит демонтаж дома,728,47,39,3,demontazhmsk.ru;snos24.ru;snosim.com,0,not_planned,,,15,/price,НЧ,коммерческий,demontazh-b2c,False,B
заказать контейнер для строительного мусора,466,46,19,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,7,/,НЧ,коммерческий,vyvoz-musora,False,B
контейнер для мусора строительного заказать,542,46,7,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,12,/kontejner-dlja-musora,НЧ,коммерческий,vyvoz-musora,False,B
объем пухто,161,46,19,3,mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,10,/service/vyvoz-musora-bunkerom,НЧ,общий,,False,B
контейнер мусорный 20 кубов,176,46,16,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,13,/containers/20-m3-do-12-tonn,НЧ,общий,vyvoz-musora,False,B
вывоз строительного мусора контейнер в москве,213,46,0,3,mmusor.ru;musor.moscow;stroj-musor.moscow,2,not_planned,,,4,/,НЧ,коммерческий+локальный,vyvoz-musora,False,B
контейнер для строительного мусора заказать,542,46,14,3,mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,9,/,НЧ,коммерческий,vyvoz-musora,False,B
мытье окон заказать,521,46,18,3,cleaning-moscow.ru;formula-v.ru;moscleaning24.ru,0,not_planned,,,13,/mojka-okon-i-lodzhij,НЧ,коммерческий,,False,B
механизированная уборка,3097,46,46,3,alpbond.org;cleaning-moscow.ru;gsvm.ru,2,not_planned,,,8,/uborka-territorii/mehanizirovannaya,НЧ,общий,uborka-snega,False,B
очистка территории,17619,46,46,4,arboristik.ru;cleaning-moscow.ru;drovosek-mo.ru;gsvm.ru,1,not_planned,,,5,/uborka-territorii/mehanizirovannaya,НЧ,общий,,False,B
очистка участка от деревьев,1143,46,46,7,drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;liwood.ru;spilservis.ru;udalenie-dereviev.moscow,1,not_planned,,,6,/,НЧ,общий,arboristika,False,B
утепление швов в панельных домах снаружи,196,46,46,3,alpbond.org;fasadrf.ru;formula-v.ru,1,not_planned,,,7,/fasadnye-raboty/germetizacia-shvov/uteplenie-shvov,НЧ,общий,,False,B
покраска фасада цена,1354,46,45,3,alpbond.org;fasadrf.ru;promalper.ru,1,not_planned,,,7,/fasadnye-raboty/pokraska/derevo,НЧ,коммерческий,,False,B
ремонт фасадов зданий,4222,46,46,4,alpbond.org;fasadrf.ru;formula-v.ru;promalper.ru,1,not_planned,,,5,/remont-fasada/sredniy-remont,НЧ,общий,,False,B
заказ контейнера для мусора,1213,45,45,3,gsvm.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,10,/,НЧ,коммерческий,vyvoz-musora,False,B
мусорный контейнер заказать в москве,114,45,22,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,12,/,НЧ,коммерческий+локальный,vyvoz-musora,False,B
снести дом на участке цена,160,45,45,3,arboristik.ru;demonti.ru;snos24.ru,0,not_planned,,,18,/snos-dachnykh-domov,НЧ,коммерческий,,False,B
вес строительного мусора в 1 м3,370,44,44,3,mmusor.ru;musor.moscow;stroj-musor.moscow,2,not_planned,,,2,/blog/ves-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False,B
асиг,498,44,44,3,gsvm.ru;musor.moscow;stroj-musor.moscow,2,not_planned,,,3,/stati/ossig,НЧ,общий,,False,B
вывоз строительного мусора в москве недорого из квартиры,170,44,44,3,gsvm.ru;mmusor.ru;musor.moscow,0,not_planned,,,16,/service,НЧ,коммерческий+локальный,vyvoz-musora,False,B
мытье фасадов зданий цена,64,44,44,3,cleaning-moscow.ru;moscleaning24.ru;promalper.ru,2,not_planned,,,5,/vse-uslugi/uborka-fasadov,НЧ,коммерческий,,False,B
помыть фасад здания цена,59,44,44,4,alpbond.org;cleaning-moscow.ru;fasadrf.ru;moscleaning24.ru,0,not_planned,,,14,/mojka-okon-i-lodzhij/fasadov,НЧ,коммерческий,,False,B
арборист вакансии,104,44,38,5,arborist.su;lesovod.su;liwood.ru;rusarbo.ru;udalenie-dereviev.moscow,3,not_planned,,,3,/articles/vakansiya-arborist,НЧ,общий,arboristika,False,B
дерево спиленное,32843,44,2,3,arbogarden.ru;arboristik.ru;lesovod.su,2,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False,B
кгм это что,422,43,15,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,9,/blog/krupnogabaritnyj-musor,НЧ,общий,vyvoz-musora,False,B
обрезка липы,583,43,43,5,arborist.su;arboristik.ru;lesoruby.com;spilservis.ru;udalenie-dereviev.moscow,2,not_planned,,,3,/blog/obrezka-vetvej-lipy-i-formirovanie-krony,НЧ,коммерческий,,False,B
сколько стоит снести дом на участке и вывезти,193,43,43,3,demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,19,/snos-dachnykh-domov,НЧ,коммерческий,,False,B
куда девать строительный мусор после ремонта квартиры,70,42,42,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,16,/stati/kuda-vyvezti-stroitelnyj-musor,НЧ,общий,vyvoz-musora,False,B
пухто объем,144,42,23,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,13,/service/vyvoz-musora-bunkerom,НЧ,общий,,False,B
контейнеры для строительного мусора,3126,42,42,3,gsvm.ru;mmusor.ru;stroj-musor.moscow,0,not_planned,,,24,/,НЧ,общий,vyvoz-musora,False,B
корчевание деревьев на участке,759,42,42,6,alpbond.org;arbogarden.ru;drovosek-mo.ru;lesoruby.com;udalenie-dereviev.moscow;virubka-dereva.ru,0,not_planned,,,16,/korchevanie-i-udalenie-pnej,НЧ,коммерческий,arboristika,False,B
строительный мусор вывезти,3468,41,9,3,gsvm.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,4,/,НЧ,коммерческий,vyvoz-musora,False,B
мойка фасадов цена,479,41,41,3,alpbond.org;cleaning-moscow.ru;formula-v.ru,0,not_planned,,,19,/mojka-fasada-zdaniya,НЧ,коммерческий,,False,B
расчистка участка под ключ,144,41,41,4,arboristik.ru;drovosek-mo.ru;lesovod.su;udalenie-dereviev.moscow,1,not_planned,,,9,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,общий,,False,B
сколько стоит покрасить крышу,655,41,40,3,alpbond.org;formula-v.ru;promalper.ru,2,not_planned,,,6,/pokraska-krovli,НЧ,коммерческий,,False,B
вывоз строительного мусора бункером,147,40,40,3,mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,7,/service/vyvoz-musora-bunkerom,НЧ,коммерческий,vyvoz-musora,False,B
класс груза строительный мусор,384,40,1,3,mmusor.ru;musor.moscow;stroj-musor.moscow,2,not_planned,,,3,/stati/stroitelnyj-musor-klass-opasnosti,НЧ,общий,vyvoz-musora,False,B
сколько стоит вывоз мусора строительного,301,40,6,3,gsvm.ru;mmusor.ru;stroj-musor.moscow,1,not_planned,,,9,/,НЧ,коммерческий,vyvoz-musora,False,B
получить порубочный билет,1366,40,38,4,arborist.su;liwood.ru;udalenie-dereviev.moscow;virubka-dereva.ru,1,not_planned,,,8,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta-v-moskovskoy-oblasti,НЧ,общий,,False,B
сколько стоит спил дерева,673,40,36,12,alpbond.org;arbogarden.ru;arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;liwood.ru;rusarbo.ru;spilservis.ru;virubka-dereva.ru,3,not_planned,,,1,/tsenyi,НЧ,коммерческий,arboristika,False,B
спилить,53032,40,40,4,arboristik.ru;drovosek-mo.ru;spilservis.ru;udalenie-dereviev.moscow,0,not_planned,,,11,/spil-derevev,НЧ,коммерческий,arboristika,False,B
arborist,921,40,40,4,arbogarden.ru;arborist.su;rusarbo.ru;udalenie-dereviev.moscow,2,not_planned,,,1,/,НЧ,общий,,False,B
снос дома сколько стоит,458,40,4,4,demontazhmsk.ru;demonti.ru;snos24.ru;snosim.com,0,not_planned,,,16,/price,НЧ,коммерческий,demontazh-b2c,False,B
куда вывозят мусор из москвы,68,39,36,3,gsvm.ru;mmusor.ru;musor.moscow,1,not_planned,,,9,/novosti/moskovskaja-administracija-rasskazala-kuda-povezet-stolichnyj-musor,НЧ,коммерческий,vyvoz-musora,False,B
куда вывозить мусор самостоятельно,1479,39,39,3,mmusor.ru;musor.moscow;stroj-musor.moscow,2,not_planned,,,2,/stati/kuda-vyvezti-stroitelnyj-musor,НЧ,коммерческий,vyvoz-musora,False,B
контейнер для вывоза мусора строительного,614,39,2,3,gsvm.ru;mmusor.ru;musor.moscow,0,not_planned,,,21,/kontejner-dlja-musora,НЧ,коммерческий,vyvoz-musora,False,B
мойка фасадов москва,446,39,39,5,alpbond.org;cleaning-moscow.ru;fasadrf.ru;formula-v.ru;liwood.ru,1,not_planned,,,9,/mojka-okon-i-lodzhij/fasadov,НЧ,локальный,,False,B
альпинисты высотные работы,1052,39,34,3,formula-v.ru;promalper.ru;promtehalp.ru,1,not_planned,,,10,/,НЧ,общий,,False,B
спилы деревьев,38005,39,39,3,lesovod.su;spilservis.ru;udalenie-dereviev.moscow,1,not_planned,,,10,/services/udalenie-dereviev/snos-derevev,НЧ,коммерческий,arboristika,False,B
как правильно валить дерево,475,39,24,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,16,/stati/valka-derevev-benzopiloj,НЧ,информационный,arboristika,False,B
как валить дерево правильно,481,39,14,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,15,/stati/valka-derevev-benzopiloj,НЧ,информационный,arboristika,False,B
вывоз строительного мусора контейнер москва,307,38,3,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,11,/,НЧ,коммерческий+локальный,vyvoz-musora,False,B
полигоны по утилизации строительного мусора,95,38,38,3,gsvm.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,4,/stati/poligon-dlja-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False,B
мусорный контейнер строительный,1075,38,8,3,mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,7,/,НЧ,общий,vyvoz-musora,False,B
мусорный строительный контейнер,1075,38,12,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,14,/,НЧ,общий,vyvoz-musora,False,B
строительный мусор вывоз,19540,38,24,3,gsvm.ru;mmusor.ru;stroj-musor.moscow,2,not_planned,,,6,/,НЧ,коммерческий,vyvoz-musora,False,B
мусор вывоз,487974,38,38,3,gsvm.ru;mmusor.ru;stroj-musor.moscow,1,not_planned,,,8,/,НЧ,коммерческий,vyvoz-musora,False,B
утепление межпанельных швов в панельных домах снаружи,55,38,38,3,alpbond.org;fasadrf.ru;formula-v.ru,2,not_planned,,,4,/fasadnye-raboty/germetizacia-shvov/uteplenie-shvov,НЧ,общий,,False,B
компания по вывозу мусора,2783,37,37,3,gsvm.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,6,/,НЧ,коммерческий,vyvoz-musora,False,B
вывоз мусора после ремонта,292,37,37,4,gsvm.ru;mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,10,/,НЧ,коммерческий,vyvoz-musora,False,B
механизированная уборка территории,722,37,35,3,cleaning-moscow.ru;gsvm.ru;liwood.ru,2,not_planned,,,8,/uborka-territorii/mehanizirovannaya,НЧ,общий,uborka-snega,False,B
брейсинг,142,37,37,6,alpbond.org;arbogarden.ru;lesoruby.com;liwood.ru;udalenie-dereviev.moscow;virubka-dereva.ru,4,not_planned,,,1,/services/ukreplenie-derevev/breysing-derevev,НЧ,общий,,False,B
услуги промышленного альпинизма,178,37,37,4,alpbond.org;fasadrf.ru;promalper.ru;promtehalp.ru,0,not_planned,,,14,/,НЧ,коммерческий,,False,B
обрезка деревьев услуги,1141,37,37,3,drovosek-mo.ru;forest-service.ru;lesoruby.com,1,not_planned,,,7,/obrezka-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False,B
мойка и покраска крыш,118,37,37,3,alpbond.org;formula-v.ru;promalper.ru,2,not_planned,,,8,/pokraska-krovli.html,НЧ,общий,,False,B
как правильно пилить деревья,961,37,27,3,arbogarden.ru;lesoruby.com;udalenie-dereviev.moscow,0,not_planned,,,16,/stati/valka-derevev-benzopiloj,НЧ,информационный,arboristika,False,B
снос дома и вывоз мусора цена,142,37,37,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,14,/snos-dachnykh-domov,НЧ,коммерческий,vyvoz-musora;demontazh-b2c,True,B
вывезти мусор с дачного участка цена,61,36,36,3,mmusor.ru;musor.moscow;stroj-musor.moscow,1,not_planned,,,9,/service/vyvoz-musora-s-dachnogo-uchastka,НЧ,коммерческий,vyvoz-musora,False,B
московская область вывоз мусора,4298,36,2,3,gsvm.ru;mmusor.ru;musor.moscow,2,not_planned,,,8,/,НЧ,коммерческий+локальный,vyvoz-musora,False,B
пухто заказать,633,36,4,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,14,/vyvoz-musora-puhto,НЧ,коммерческий,,False,B
таблица плотности отходов,158,36,36,3,gsvm.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,14,/blog/ves-stroitelnogo-musora,НЧ,общий,vyvoz-musora,False,B
кгм мусор,280,36,30,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,15,/blog/krupnogabaritnyj-musor,НЧ,общий,vyvoz-musora,False,B
вывоза,815351,36,36,3,gsvm.ru;mmusor.ru;musor.moscow,0,not_planned,,,28,/,НЧ,коммерческий,vyvoz-musora,False,B
вывоз мусора в щелково,139,36,36,3,mmusor.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,18,/geo/vyvoz-musora-v-schelkovo,НЧ,коммерческий+локальный,vyvoz-musora,False,B
вывоз бытовых отходов,5313,36,36,3,gsvm.ru;musor.moscow;stroj-musor.moscow,0,not_planned,,,11,/,НЧ,коммерческий,vyvoz-musora,False,B
мытье окон на высоте,1122,36,36,4,alpbond.org;cleaning-moscow.ru;formula-v.ru;promalper.ru,1,not_planned,,,7,/mojka-okon-i-lodzhij/vysotnaya,НЧ,общий,,False,B
сколько стоит спил деревьев,673,36,28,12,alpbond.org;arbogarden.ru;arborist.su;arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;liwood.ru;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow,3,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False,B
распил деревьев на участке цена,53,36,36,11,alpbond.org;arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;liwood.ru;rusarbo.ru;spilservis.ru;udalenie-dereviev.moscow,4,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False,B
обрезчик деревьев,328,36,36,4,arborist.su;liwood.ru;spilservis.ru;virubka-dereva.ru,0,not_planned,,,17,/services/obrezka-derevev/obrezka-vysokih-derevev,НЧ,коммерческий,arboristika,False,B
очистка участка под строительство,72,36,36,4,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su,1,not_planned,,,6,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,общий,,False,B
ремонт фасадов зданий в москве,126,36,36,4,alpbond.org;fasadrf.ru;formula-v.ru;promalper.ru,1,not_planned,,,9,/remont-fasada/kapitalnyi-remont,НЧ,локальный,,False,B
