keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster
тко это что в квитанции,9847,1571,34,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,15,/stati/tko-v-kvitancii,СЧ,общий,vyvoz-musora,False
тко в квитанции что это,9847,1571,783,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,15,/stati/tko-v-kvitancii,СЧ,общий,vyvoz-musora,False
тко что это в квитанции,9847,1571,732,1,stroj-musor.moscow,0,not_planned,,,18,/stati/tko-v-kvitancii,СЧ,общий,vyvoz-musora,False
тко в квитанции это что,9847,1571,2,1,stroj-musor.moscow,0,not_planned,,,20,/stati/tko-v-kvitancii,СЧ,общий,vyvoz-musora,False
уборка квартир в москве клининг,2092,1555,4,1,moscleaning24.ru,0,not_planned,,,19,/,СЧ,локальный,,False
как дом построить,130876,1549,26,1,kronotech.ru,0,not_planned,,,32,/publications/kak-postroit-nedorogoy-dom,СЧ,информационный,,False
как построить дом,130876,1549,1517,1,kronotech.ru,0,not_planned,,,40,/publications/kak-postroit-nedorogoy-dom,ВЧ,информационный,,False
размер кирпича силикатного,9367,1547,243,1,kronotech.ru,0,not_planned,,,25,/publications/razmery-kirpicha,СЧ,общий,,False
размер силикатного кирпича,9367,1547,1304,1,kronotech.ru,0,not_planned,,,18,/publications/razmery-kirpicha,ВЧ,общий,,False
компании строительные,418619,1539,26,1,kronotech.ru,0,not_planned,,,22,/publications/reyting-stroitelnyh-kompaniy-moskvy-i-oblasti-top-30,СЧ,коммерческий,,False
размер площадки для сбора отходов,10839,1536,1536,1,musor.moscow,0,not_planned,,,22,/blog/kontejnernaja-ploshhadka,ВЧ,общий,vyvoz-musora,False
бобкат,16879,1530,1530,1,musor.moscow,0,not_planned,,,35,/park-spectehniki/pogruzchik-bobcat,ВЧ,общий,,False
подкормка яблони весной,6589,1530,1388,1,liwood.ru,0,not_planned,,,21,/info/articles/podkormka-plodovykh-derevev,ВЧ,общий,,False
метр квадратный сколько это,76134,1527,9,1,kronotech.ru,0,not_planned,,,19,/publications/poschitat-kolichestvo-kvadratnyh-metrov,СЧ,информационный,,False
метр квадратный это сколько,76134,1527,230,1,kronotech.ru,0,not_planned,,,21,/publications/poschitat-kolichestvo-kvadratnyh-metrov,СЧ,информационный,,False
2 2 в метрах,451758,1524,3,1,kronotech.ru,0,not_planned,,,19,/publications/poschitat-kolichestvo-kvadratnyh-metrov,СЧ,общий,,False
когда обрезать деревья весной,8330,1524,1214,1,liwood.ru,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:3,36,/info/articles/obrezka-derevev-vesnoy,ВЧ,коммерческий,arboristika,False
пухто,9633,1517,1517,1,musor.moscow,1,not_planned,,,9,/vyvoz-musora-puhto,ВЧ,общий,,False
дупло,126341,1511,1511,1,liwood.ru,0,not_planned,,,19,/info/articles/kak-zadelat-duplo-v-plodovom-dereve,ВЧ,общий,,False
в сотке сколько метров квадратных,9702,1509,3,1,kronotech.ru,0,not_planned,,,13,/publications/skolko-m2-v-sotke,СЧ,информационный,,False
в сотке сколько квадратных метров,9702,1509,56,1,kronotech.ru,0,not_planned,,,15,/publications/skolko-m2-v-sotke,СЧ,информационный,,False
утилизация,379226,1507,1507,1,stroj-musor.moscow,0,not_planned,,,36,/stati/utilizacija-othodov,ВЧ,общий,,False
квадратный метр сколько это,74793,1501,20,1,kronotech.ru,0,not_planned,,,19,/publications/poschitat-kolichestvo-kvadratnyh-metrov,СЧ,информационный,,False
классы отходов,248399,1500,1499,1,musor.moscow,0,not_planned,,,19,/blog/klassy-opasnosti-othodov,ВЧ,общий,vyvoz-musora,False
вата базальтовая,17223,1499,75,1,kronotech.ru,0,not_planned,,,33,/publications/kakaya-mineralnaya-vata,СЧ,общий,,False
напыляемый утеплитель,14163,1487,1249,1,kronotech.ru,0,not_planned,,,36,/publications/instrukciya-napylyaemyy-uteplitel,ВЧ,общий,,False
вывоз мусора с грузчиками,6564,1482,1482,1,stroj-musor.moscow,0,not_planned,,,16,/vyvoz-musora-s-gruzchikami,ВЧ,коммерческий,vyvoz-musora,False
в 1 гектаре соток сколько,2712,1471,4,1,kronotech.ru,0,not_planned,,,26,/publications/skolko-m2-v-sotke,СЧ,информационный,,False
капитальный ремонт это,18562,1443,1443,1,kronotech.ru,0,not_planned,,,39,/publications/kapitalnyy-remont-zhilogo-doma,ВЧ,общий,,False
фасад вентилируемый,29121,1441,44,1,kronotech.ru,0,not_planned,,,16,/publications/ventiliruemyy-fasad-dlya-chastnogo-doma,СЧ,общий,,False
в 1 га сколько соток,2361,1440,247,1,kronotech.ru,0,not_planned,,,42,/publications/skolko-m2-v-sotke,СЧ,информационный,,False
медицинские отходы,102924,1429,1225,1,musor.moscow,0,not_planned,,,39,/blog/utilizacija-medicinskih-othodov,ВЧ,общий,vyvoz-musora,False
см 2 в м 2,292955,1426,150,1,kronotech.ru,0,not_planned,,,44,/publications/poschitat-kolichestvo-kvadratnyh-metrov,СЧ,общий,,False
иллюминация,13386,1423,1423,1,liwood.ru,0,not_planned,,,30,/info/articles/vidy-novogodney-illyuminatsii,ВЧ,общий,,False
м 2,4341316,1417,1155,1,kronotech.ru,0,not_planned,,,24,/publications/poschitat-kolichestvo-kvadratnyh-metrov,ВЧ,общий,,False
как обрезать грушу весной,9869,1417,1259,1,liwood.ru,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:66,15,/info/articles/obrezka-molodoy-grushi-vesnoy,ВЧ,коммерческий,,False
сколько в сотке метров,42645,1409,653,1,kronotech.ru,0,not_planned,,,16,/publications/skolko-m2-v-sotke,СЧ,информационный,,False
вывоз мусора заказать,7180,1405,15,1,gsvm.ru,0,not_planned,,,28,/,СЧ,коммерческий,vyvoz-musora,False
метр квадратный как посчитать,20927,1391,34,1,kronotech.ru,0,not_planned,,,25,/publications/poschitat-kolichestvo-kvadratnyh-metrov,СЧ,информационный,,False
как почистить утюг от пригара на подошве в домашних условиях,1835,1390,1360,1,cleaning-moscow.ru,0,not_planned,,,40,/5-sovetov-kak-operativno-pochistit-utyug,ВЧ,коммерческий,,False
весенняя обработка плодовых деревьев и кустарников ранней весной,2338,1382,1382,1,liwood.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:3,17,/info/articles/opryskivanie-plodovykh-derevev-vesnoy,ВЧ,общий,arboristika,False
фасад дома,125897,1381,1376,1,kronotech.ru,0,not_planned,,,18,/publications/otdelka-fasada-chastnogo-doma,ВЧ,общий,,False
сколько соток гектаре в 1,2602,1362,0,1,kronotech.ru,0,not_planned,,,38,/publications/skolko-m2-v-sotke,ВЧ,информационный,,False
квадратный метр как посчитать,20716,1362,179,1,kronotech.ru,0,not_planned,,,25,/publications/poschitat-kolichestvo-kvadratnyh-metrov,СЧ,информационный,,False
как посчитать метр квадратный,20589,1361,133,1,kronotech.ru,0,not_planned,,,27,/publications/poschitat-kolichestvo-kvadratnyh-metrov,СЧ,информационный,,False
как посчитать квадратный метр,20589,1361,1001,1,kronotech.ru,0,not_planned,,,23,/publications/poschitat-kolichestvo-kvadratnyh-metrov,ВЧ,информационный,,False
обрезка деревьев весной,16905,1360,1343,1,liwood.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:6,30,/info/articles/obrezka-derevev-vesnoy,ВЧ,коммерческий,arboristika,False
корчевка,6146,1356,1356,2,arboristik.ru;lesoruby.com,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:10,22,/korchevanie-i-udalenie-pnej,ВЧ,коммерческий,arboristika,False
площадь рассчитать,115576,1338,177,1,kronotech.ru,0,not_planned,,,41,/publications/poschitat-kolichestvo-kvadratnyh-metrov,СЧ,общий,,False
в одном гектаре сколько соток,1817,1335,334,1,kronotech.ru,0,not_planned,,,33,/publications/skolko-m2-v-sotke,СЧ,информационный,,False
в одном гектаре соток сколько,1817,1335,8,1,kronotech.ru,0,not_planned,,,33,/publications/skolko-m2-v-sotke,СЧ,информационный,,False
дом из панелей сэндвич,9060,1325,60,1,kronotech.ru,0,not_planned,,,32,/publications/sendvich-paneli-dlya-stroitelstva-doma,СЧ,общий,,False
правила по охране труда по работе на высоте,26026,1324,3,1,umisky.ru,0,not_planned,,,25,/about/docs/797,СЧ,общий,,False
правила по охране труда на работе на высоте,26026,1324,0,1,umisky.ru,0,not_planned,,,42,/about/docs/797,ВЧ,общий,,False
обрезка груши,21165,1321,1316,1,liwood.ru,0,not_planned,,,25,/info/articles/obrezka-vzrosloy-grushi,ВЧ,коммерческий,,False
правила при охране труда при работе на высоте,24808,1320,3,1,umisky.ru,0,not_planned,,,32,/about/docs/797,СЧ,общий,,False
правила при работе на высоте по охране труда,23747,1315,5,1,umisky.ru,0,not_planned,,,35,/about/docs/797,СЧ,общий,,False
в квитанции тко что это,7583,1303,6,1,stroj-musor.moscow,0,not_planned,,,15,/stati/tko-v-kvitancii,СЧ,общий,vyvoz-musora,False
классы отходов в медицине,8129,1300,1292,1,musor.moscow,0,not_planned,,,31,/blog/utilizacija-medicinskih-othodov,ВЧ,общий,vyvoz-musora,False
классы в медицине отходов,8129,1300,7,1,musor.moscow,0,not_planned,,,38,/blog/utilizacija-medicinskih-othodov,СЧ,общий,vyvoz-musora,False
как обрезать сливу весной,5200,1261,1163,1,liwood.ru,0,planned,информационный,localFALLBACK-WITHFREQ-20260425T151607Z:66,12,/info/articles/kak-sdelat-obrezku-slivy,ВЧ,коммерческий,,False
подкормка плодовых деревьев весной,6717,1249,1062,1,liwood.ru,1,not_planned,,,7,/info/articles/podkormka-plodovykh-derevev,ВЧ,общий,arboristika,False
10 м2 сколько соток,1702,1243,0,1,kronotech.ru,0,not_planned,,,16,/publications/skolko-m2-v-sotke,ВЧ,информационный,,False
10 соток сколько м2,1702,1243,1243,1,kronotech.ru,0,not_planned,,,14,/publications/skolko-m2-v-sotke,ВЧ,информационный,,False
мытье окон,143859,1231,1230,1,cleaning-moscow.ru,0,not_planned,,,12,/mojka-okon-i-lodzhij,ВЧ,общий,,False
фасад мокрый,13548,1228,10,1,kronotech.ru,1,not_planned,,,1,/fasadnye-raboty/mokryy-fasad,СЧ,общий,,False
снип 12 04 2002,4860,1224,1214,1,umisky.ru,0,not_planned,,,23,/about/docs/42,ВЧ,общий,,False
монолитный дом,35202,1207,1156,1,kronotech.ru,0,not_planned,,,27,/publications/monolitnye-doma,ВЧ,общий,,False
сколько это 1 сотка,9236,1204,21,1,kronotech.ru,0,not_planned,,,15,/publications/skolko-m2-v-sotke,СЧ,информационный,,False
тбо это,4222,1203,1203,2,musor.moscow;stroj-musor.moscow,0,not_planned,,,18,/blog/chto-takoe-tbo,ВЧ,общий,vyvoz-musora,False
отходы,1353727,1191,1191,1,musor.moscow,0,not_planned,,,17,/blog/klassy-opasnosti-othodov,ВЧ,общий,vyvoz-musora,False
сотка сколько это,69265,1174,36,1,kronotech.ru,0,not_planned,,,17,/publications/skolko-m2-v-sotke,СЧ,информационный,,False
сотка это сколько,69265,1174,1137,1,kronotech.ru,0,not_planned,,,13,/publications/skolko-m2-v-sotke,ВЧ,информационный,,False
сколько это сотка,69265,1174,1,1,kronotech.ru,0,not_planned,,,15,/publications/skolko-m2-v-sotke,СЧ,информационный,,False
2 м,3982443,1153,211,1,kronotech.ru,0,not_planned,,,23,/publications/poschitat-kolichestvo-kvadratnyh-metrov,СЧ,общий,,False
точка росы что это,3950,1149,1126,1,kronotech.ru,0,not_planned,,,11,/publications/chto-takoe-tochka-rosy,ВЧ,общий,,False
точка росы это что,3950,1149,21,1,kronotech.ru,0,not_planned,,,18,/publications/chto-takoe-tochka-rosy,СЧ,общий,,False
грунт рм,1909,1145,1142,1,stroj-musor.moscow,0,not_planned,,,15,/stati/jelektronnyj-talon-ossig,ВЧ,общий,,False
чистка снега с крыши цена за м2,1316,1143,1143,6,alpbond.org;cleaning-moscow.ru;fasadrf.ru;formula-v.ru;moscleaning24.ru;promalper.ru,2,planned,коммерческий,localFALLBACK-WITHFREQ-20260425T151607Z:1,7,/uborka-snega-s-kryish.html,ВЧ,коммерческий,uborka-snega,False
рециклинг,11428,1137,1137,1,musor.moscow,0,not_planned,,,17,/blog/recikling,ВЧ,общий,,False
квадратные метры в сотки,21739,1135,514,1,kronotech.ru,0,not_planned,,,23,/publications/skolko-m2-v-sotke,СЧ,общий,,False
как почистить утюг от нагара,4293,1130,1116,1,cleaning-moscow.ru,0,not_planned,,,44,/5-sovetov-kak-operativno-pochistit-utyug,ВЧ,коммерческий,,False
как утюг почистить от нагара,4277,1113,4,1,cleaning-moscow.ru,0,not_planned,,,37,/5-sovetov-kak-operativno-pochistit-utyug,СЧ,коммерческий,,False
782н об утверждении правил по охране труда при работе на высоте,2976,1105,1105,1,umisky.ru,0,not_planned,,,23,/about/docs/797,ВЧ,общий,,False
короед фото штукатурка,2672,1097,70,1,kronotech.ru,0,not_planned,,,15,/publications/nanosit-dekorativnuyu-shtukaturku-koroed,СЧ,общий,,False
короед штукатурка фото,2672,1097,560,1,kronotech.ru,0,not_planned,,,11,/publications/nanosit-dekorativnuyu-shtukaturku-koroed,ВЧ,общий,,False
метры квадратные в сотки,22476,1096,104,1,kronotech.ru,0,not_planned,,,21,/publications/skolko-m2-v-sotke,СЧ,общий,,False
сколько соток в гектаре одном,1629,1078,0,1,kronotech.ru,0,not_planned,,,39,/publications/skolko-m2-v-sotke,ВЧ,информационный,,False
короед декоративная штукатурка,8371,1077,194,1,kronotech.ru,0,not_planned,,,25,/publications/nanosit-dekorativnuyu-shtukaturku-koroed,СЧ,общий,,False
короед штукатурка декоративная,8371,1077,4,1,kronotech.ru,0,not_planned,,,36,/publications/nanosit-dekorativnuyu-shtukaturku-koroed,СЧ,общий,,False
фонд капитального ремонта москвы,8555,1077,1077,1,kronotech.ru,0,not_planned,,,29,/publications/chto-takoe-fond-kapitalnogo-remonta-i-kak-formiruetsya,ВЧ,общий,,False
сколько 1 га в м2,1703,1075,3,1,kronotech.ru,0,not_planned,,,47,/publications/skolko-m2-v-sotke,СЧ,информационный,,False
чистка крыши от снега,15014,1073,1067,4,fasadrf.ru;formula-v.ru;kronotech.ru;promalper.ru,0,planned,общий,localFALLBACK-WITHFREQ-20260425T151607Z:1,14,/uborka-snega-s-kryish.html,ВЧ,общий,uborka-snega,False
